Number of Records Retrieved: 10180,,,,,,,,,,,,,,,,,,,,,
STOCKING_EVENT_RECORD_NUM,RECORD_STATUS,STOCKING_YEAR,DESTINATION_WATERBODY_LID,DESTINATION_WATERBODY_NAME,INVENTORY_COMMENTS,STOCKING_COMMENTS,MARKING_COMMENTS,,,,,,,,,,,,,,
34033,APPROVED,2015,17-4006-49280,"Huron, L.",,boat site 44 35.589 lat and 80 17.013 long  -bird predation 300,,,,,,,,,,,,,,,
34034,APPROVED,2015,17-4006-49280,"Huron, L.",,boat site 44 30.982 lat and 080 09.443 long -bird predation 250,,,,,,,,,,,,,,,
34035,APPROVED,2015,17-4006-49280,"Huron, L.",,boat site 44 31.916 lat and 80 10.567 long  -bird predation 50,,,,,,,,,,,,,,,
32487,APPROVED,2014,17-7415-48483,"Ontario, L.",,"Main Duck Island: 43.9358, -76.6172",,,,,,,,,,,,,,,
32488,APPROVED,2014,17-7415-48483,"Ontario, L.",,"Main Duck: 43.9358, -76.6172",,,,,,,,,,,,,,,
32490,APPROVED,2014,17-7415-48483,"Ontario, L.",,43 54.760' 76 51.437'  Traverse Shoal,,,,,,,,,,,,,,,
32491,APPROVED,2014,17-7415-48483,"Ontario, L.",,43 54.760' 76 51.437'  Traverse Shoal,,,,,,,,,,,,,,,
34640,APPROVED,2015,17-7415-48483,"Ontario, L.",Age and weight estimated.,,,,,,,,,,,,,,,,
34641,APPROVED,2015,17-7415-48483,"Ontario, L.","Actual stocking location was Amherst Isl ferry dock (mainland side)   
44.192684  -76.740972",Date to be confirmed.  Actual stocking location was Amherst Isl ferry dock (mainland side)   44.192684  -76.740972,,,,,,,,,,,,,,,
34642,APPROVED,2015,17-7415-48483,"Ontario, L.",,Check date prior to approval,,,,,,,,,,,,,,,
34643,APPROVED,2015,17-6515-48512,Rouge R.,,"UTM: 17T 639741 4858863
Stocking licence: 1077094",,,,,,,,,,,,,,,
34076,APPROVED,2015,17-4006-49280,"Huron, L.",lot 334 was created with BSDN 49.6% BSTT 33.0% and BSCW 17.4%,boat site 44 51.766 lat and 80 05.617 long  -bird predation 200,,,,,,,,,,,,,,,
34077,APPROVED,2015,17-4006-49280,"Huron, L.",lot 334 was created with BSDN 49.6% BSTT 33.0% and BSCW 17.4%,boat site 44 52.597 lat and 80 06.475 long -bird predation 100,,,,,,,,,,,,,,,
34078,APPROVED,2015,17-4006-49280,"Huron, L.",lot 334 was created with BSDN 49.6% BSTT 33.0% and BSCW 17.4%,boat site 44 57.090 lat and 80 05.587 long  -bird predation 300,,,,,,,,,,,,,,,
34080,APPROVED,2015,17-4006-49280,"Huron, L.",lot 334 was created with BSDN 49.6% BSTT 33.0% and BSCW 17.4%,boat site 44 55.927 lat and 80 03.769 long  -bird predation 300,,,,,,,,,,,,,,,
34081,APPROVED,2015,17-4006-49280,"Huron, L.",lot 334 was created with BSDN 49.6% BSTT 33.0% and BSCW 17.4%,boat site 44 56.376 lat and 80 05.721 long  -bird predation 250,,,,,,,,,,,,,,,
34191,APPROVED,2015,17-5417-48200,Conestogo R.,,"These were extra"" fish - not part of the normal"," annual stocking.""",,,,,,,,,,,,,,
34192,APPROVED,2015,17-6171-47450,Grand R.,,"These were extra"" fish - not part of the normal"," annual stocking program.""",,,,,,,,,,,,,,
33778,APPROVED,2015,17-6144-48227,Credit R.,,Jon Gosling Stocked 5th Wheel Trailer,,,,,,,,,,,,,,,
33779,APPROVED,2015,17-6144-48227,Credit R.,,Jon Gosling stocked 5th wheel trailer,,,,,,,,,,,,,,,
33781,APPROVED,2015,17-6144-48227,Credit R.,,Glen Gateley stocked,,,,,,,,,,,,,,,
33782,APPROVED,2015,17-6144-48227,Credit R.,,Stocked by Erik Parker,,,,,,,,,,,,,,,
33851,APPROVED,2015,17-7415-48483,"Ontario, L.",,Stocked by Erik Parker,,,,,,,,,,,,,,,
33852,APPROVED,2015,17-7415-48483,"Ontario, L.",,Stocked by Erik Parker,,,,,,,,,,,,,,,
33853,APPROVED,2015,17-7415-48483,"Ontario, L.",,Stocked by Erik Parker,,,,,,,,,,,,,,,
33854,APPROVED,2015,17-7415-48483,"Ontario, L.",,Stocked By Erik Parker,,,,,,,,,,,,,,,
33856,APPROVED,2015,17-7415-48483,"Ontario, L.",,Stocked by Erik Parker,,,,,,,,,,,,,,,
33858,APPROVED,2015,17-7415-48483,"Ontario, L.",,Stocked by Jon Neuman,,,,,,,,,,,,,,,
33859,APPROVED,2015,17-7415-48483,"Ontario, L.",,Stocked by Kyle Folk,,,,,,,,,,,,,,,
33860,APPROVED,2015,17-4006-49280,"Huron, L.",,"boat site 45 33.688 lat and 81 39.013 long , 200 gulls",,,,,,,,,,,,,,,
33861,APPROVED,2015,17-4006-49280,"Huron, L.",,"boat site 45 36.377 lat and 81 26.100 long , 400 gulls",,,,,,,,,,,,,,,
33865,APPROVED,2015,17-4006-49280,"Huron, L.",,boat site 45 33.634 lat and 81 39.055 long,,,,,,,,,,,,,,,
33867,APPROVED,2015,17-3428-51647,Boundary L.,,No site temperature recorded,,,,,,,,,,,,,,,
33868,APPROVED,2015,17-3109-51475,Franklin L.,,No site temperature recorded,,,,,,,,,,,,,,,
33869,APPROVED,2015,17-3044-51452,Wanamaker L.,,No site temperature recorded,,,,,,,,,,,,,,,
33870,APPROVED,2015,17-3144-51627,Jimmy L.,,no site temperature recorded,,,,,,,,,,,,,,,
33871,APPROVED,2015,17-3405-52054,Chickenhawk L.,,no site temperature recorded,,,,,,,,,,,,,,,
33872,APPROVED,2015,17-3443-51143,Mississagi R.,,No site temperature recorded,,,,,,,,,,,,,,,
34084,APPROVED,2015,17-4006-49280,"Huron, L.",lot 334 was created with BSDN 49.6% BSTT 33.0% and BSCW 17.4%,boat site 44 55.820 lat and 80 04.144 long  -bird predation 300,,,,,,,,,,,,,,,
34085,APPROVED,2015,17-4006-49280,"Huron, L.",lot 334 was created with BSDN 49.6% BSTT 33.0% and BSCW 17.4%,boat site 44 56.515 lat and 80 05.828 long  -bird predation 200,,,,,,,,,,,,,,,
33783,APPROVED,2015,17-6575-48531,Duffin Cr.,,Stocked by Glen Gatelely,,,,,,,,,,,,,,,
33784,APPROVED,2015,17-6575-48531,Duffin Cr.,,Stocked by Glen Gateley,,,,,,,,,,,,,,,
33785,APPROVED,2015,17-6575-48531,Duffin Cr.,,stocked by Glen Gateley,,,,,,,,,,,,,,,
33786,APPROVED,2015,17-7260-48700,Cobourg Br.,,stocked by Erik Parker,,,,,,,,,,,,,,,
32303,APPROVED,2014,17-4169-51104,La Cloche L.,Lot 324 was created with 67.3% BSCW and 32.7% BSTT,,,,,,,,,,,,,,,,
32557,APPROVED,2014,17-4822-49331,Chesley L.,Walleye main bldg,,,,,,,,,,,,,,,,
32559,APPROVED,2014,17-4235-50696,"Manitou, L.",Surplus to meet spring yearling target next year lake manitou should have been stocked in the spring of 2014 but due to shortfalls was not,fish stocked at Turtle creek,,,,,,,,,,,,,,,
32560,APPROVED,2014,17-4246-51279,Gough L.,Fish from Main station RAS room,,,,,,,,,,,,,,,,
32562,APPROVED,2014,17-4235-50696,"Manitou, L.",Surplus  fall fingerling lake trout not required to meet spring yearling targets  Manitou was suppose to be stocked in spring of 2014 due to shortfalls was not,Stocked at Turtle Creek,,,,,,,,,,,,,,,
32662,APPROVED,2014,17-4006-49280,"Huron, L.",Lot# 325s was created with 90.9% STTT and 9.1% STDN,boat site 44 09.012 lat 081 47.470 long -bird predation 47,,,,,,,,,,,,,,,
33874,APPROVED,2015,17-3443-51143,Mississagi R.,,no site temperature recorded,,,,,,,,,,,,,,,
33875,APPROVED,2015,17-3443-51143,Mississagi R.,,No site temperature recorded,,,,,,,,,,,,,,,
34744,APPROVED,2014,17-6171-47450,Grand R.,Eggs from Tarentorus FCS.  Fish were 56-70mm long - average length of 63mm.,transfer tank temperature was 16.6C,,,,,,,,,,,,,,,
34748,APPROVED,2014,17-6171-47450,Grand R.,Eggs from Tarentorus FCS.  Fish were 56-70mm long - average length of 63mm.,transfer tank was 16.6C,,,,,,,,,,,,,,,
34752,APPROVED,2014,17-6171-47450,Grand R.,Eggs from Tarentorus FCS.  Fish were 56-70mm long - average length of 63mm.,transfer tank was 16.2C,,,,,,,,,,,,,,,
32097,APPROVED,2014,17-6144-48227,Credit R.,Stocked fish at Eldorado Park,,,,,,,,,,,,,,,,
32099,APPROVED,2014,17-6144-48227,Credit R.,,Stocked fish at Mclaren Rd 43.80747  / 79.97286,,,,,,,,,,,,,,,
32111,APPROVED,2014,17-7260-48700,Cobourg Br.,,Stocked fish @ Division St,,,,,,,,,,,,,,,
32112,APPROVED,2014,17-7260-48700,Cobourg Br.,,Stocked fish @ Division St,,,,,,,,,,,,,,,
32663,APPROVED,2014,17-4006-49280,"Huron, L.",Lot# 325s was created with 90.9% STTT and 9.1% STDN,boat site 44 09.533 lat 081 46.082 long -bird predation 45,,,,,,,,,,,,,,,
32664,APPROVED,2014,17-4006-49280,"Huron, L.",Lot# 325s was created with 90.9% STTT and 9.1% STDN,boat site 44 10.931 lat 081 42.144 long -bird predation 14,,,,,,,,,,,,,,,
32665,APPROVED,2014,17-4006-49280,"Huron, L.",Lot# 325s was created with 90.9% STTT and 9.1% STDN,boat site 44 09.305 lat 081 46.800 long  bird predation 4,,,,,,,,,,,,,,,
32666,APPROVED,2014,17-4006-49280,"Huron, L.",Lot# 325s was created with 90.9% STTT and 9.1% STDN,boat site 44 10.462 lat 081 43.405 long,,,,,,,,,,,,,,,
32765,APPROVED,2015,17-7260-48700,Cobourg Br.,"the EEG's are history code LHHW14HW, but there is not a LHHW genetic stock code in the database",,,,,,,,,,,,,,,,
32871,APPROVED,2015,17-7008-49507,Concession L.,Eggs collected from Redstone Lake,,,,,,,,,,,,,,,,
32872,APPROVED,2015,17-6995-49588,Crystal L.,Source = White Lake FIsh Culture Station,,,,,,,,,,,,,,,,
32873,APPROVED,2015,17-7005-50007,West L.,Source = Harwood Fish Culture Station,,,,,,,,,,,,,,,,
32875,APPROVED,2015,17-6817-49800,Minden L.,Source = Harwood Fish Culture Station,,,,,,,,,,,,,,,,
32876,APPROVED,2015,17-7088-49899,Little Dudmon L.,Source = Harwood Fish Culture Station,,,,,,,,,,,,,,,,
32877,APPROVED,2015,17-6740-49978,Kabakwa L.,Eggs collected from Redstone Lake,,,,,,,,,,,,,,,,
32878,APPROVED,2015,17-7019-49656,Salmon L.,Eggs collected from Redstone Lake,,,,,,,,,,,,,,,,
32879,APPROVED,2015,17-7095-49652,Pencil L.,Source = White Lake Fish Culture Station,,,,,,,,,,,,,,,,
32880,APPROVED,2015,17-6913-50023,Silverlynn L.,"fish were 6-8"",,
32883""",APPROVED,2015,17-6913-50023,Silverlynn L.,"fish were 6-8 long""",,,,,,,,,,,
32884,APPROVED,2014,17-6604-49773,Little Boot L.,"fish were 8-9"",,
32885""",APPROVED,2014,17-6618-49774,Upper Andrews L.,"fish were 8-9"",,
34871""",APPROVED,2015,17-5712-52256,Liberty L.,Fish were reared at CWFCS and were stocked by HLFCS,,,,,,
32113,APPROVED,2014,17-7260-48700,Cobourg Br.,,Stocked fish @ Division St,,,,,,,,,,,,,,,
32892,APPROVED,2015,17-7415-48483,"Ontario, L.",,Big Bar Shoal: 44.067367 -76.74105,,,,,,,,,,,,,,,
32886,APPROVED,2014,17-6618-49774,Upper Andrews L.,"fish were 6-8"",,
33789""",APPROVED,2015,17-7260-48700,Cobourg Br.,,stocked by Jon Gosling,,,,,,,,,,
33790,APPROVED,2015,17-7260-48700,Cobourg Br.,,Jon Gosling,,,,,,,,,,,,,,,
33792,APPROVED,2015,17-6144-48227,Credit R.,,stocked by Jake Ruegg,,,,,,,,,,,,,,,
33793,APPROVED,2015,17-6144-48227,Credit R.,,stocked by Erik Parker,,,,,,,,,,,,,,,
33794,APPROVED,2015,17-6144-48227,Credit R.,,stocked by Erik Parker,,,,,,,,,,,,,,,
33954,APPROVED,2015,17-5040-49346,Sydenham R.,,Hose Stocked Jon Gosling,,,,,,,,,,,,,,,
33979,APPROVED,2015,17-7415-48483,"Ontario, L.",,Gulls took approx 30 fish,,,,,,,,,,,,,,,
34009,APPROVED,2015,17-4006-49280,"Huron, L.","lot 334s was created with 49.6% BSDN, 33.0% BSTT & 17.4% BSCW",boat site 44 33.924 lat  80 13.784 long,,,,,,,,,,,,,,,
30426,INITIATED,2010,17-5000-46773,"Erie, L.","85,000 eyed eggs were sourced from the FCS and 20,000 eyed eggs from S. Mill Creek (presuming a wild population). 80,000 fry were produced and stocked in either Erieau Harbour or S. Mill Creek.",Trout were stocked at 18-50 cm in length. Variance between fry produced and fish stocked is that some fish produced were reared to 1.5 years old before stocking (remained in hatchery facility for future stocking event).,,,,,,,,,,,,,,,
32431,APPROVED,2014,17-7154-49825,Tory L.,6 inches in size.  Yearlings or Sub Adults??,,,,,,,,,,,,,,,,
32555,APPROVED,2014,17-4246-51279,Gough L.,Walleye Bldg Sandfield,,,,,,,,,,,,,,,,
32556,APPROVED,2014,17-4839-49376,Gould L.,Walleye main Bldg,,,,,,,,,,,,,,,,
32893,APPROVED,2015,17-7415-48483,"Ontario, L.",,William Shoal: 43.93885 -76.779833,,,,,,,,,,,,,,,
32899,APPROVED,2015,17-7415-48483,"Ontario, L.",,Kerr Point: 44.1721 -76.739883,,,,,,,,,,,,,,,
36234,APPROVED,2015,17-5567-47997,Mill Cr.,,estimated site temp based on other locations that day,,,,,,,,,,,,,,,
34933,APPROVED,2010,17-3805-46858,Thames R.,"Sourced 40,000 eyed eggs to produce 35,000 fry.",Trout were stocked at Sunningdale Road to enhance the Thames River watershed PGT trout fishery.,,,,,,,,,,,,,,,
34424,APPROVED,2015,18-3492-49939,West Quinn L.,,helicopter stocking - no site temperature recorded,,,,,,,,,,,,,,,
34435,APPROVED,2015,17-7415-48483,"Ontario, L.",,Exact location: 43.827783 -77.170633,,,,,,,,,,,,,,,
32108,APPROVED,2014,17-6575-48531,Duffin Cr.,,Stocked fish @ Paulynn Park,,,,,,,,,,,,,,,
32109,APPROVED,2014,17-6575-48531,Duffin Cr.,,Stocked fish @ 5th Concession,,,,,,,,,,,,,,,
32110,APPROVED,2014,17-7260-48700,Cobourg Br.,,Stocked fish @ Danforth Rd,,,,,,,,,,,,,,,
32412,APPROVED,2014,17-7159-49996,Allen L.,"Combination of stocking events May 10, 15 and 18 - 300 fish stocked on each date.",,,,,,,,,,,,,,,,
32414,APPROVED,2014,17-7205-49996,Straggle L.,Two stocking events May 20 (600 fish) and May 22 (200 fish).,,,,,,,,,,,,,,,,
36218,APPROVED,2016,17-5000-46773,"Erie, L.",,lat. 42.73522  lon. 80.084317,,,,,,,,,,,,,,,
36219,APPROVED,2016,17-5000-46773,"Erie, L.",,Lat. 42.73315  Lon. 80.07527,,,,,,,,,,,,,,,
36220,APPROVED,2016,17-5209-49075,Bells L.,,Berkley at West Back line,Floys Tag,,,,,,,,,,,,,,
36222,APPROVED,2016,17-5355-49005,Flesherton Community P.,,50 fish with a Floy tag remaining fish no clip,Floys Tag,,,,,,,,,,,,,,
33887,APPROVED,2015,17-3532-50820,Silver L.,0.5 grams per fish,,,,,,,,,,,,,,,,
33888,APPROVED,2015,17-3986-50757,"Kagawong, L.",0.6 grams per fish,,,,,,,,,,,,,,,,
33890,APPROVED,2015,17-5066-51425,Richard L.,0.48 grams per fish,,,,,,,,,,,,,,,,
33891,APPROVED,2015,17-5038-51474,Ramsey L.,0.48 grams per fish,,,,,,,,,,,,,,,,
34298,APPROVED,2015,17-4044-54832,Teetzel L. 5,"Stocking info provided to me from Mitch Cloutier (A/IRM Tech Specialist) included lot number 291, but when this is used in the Lot field, Aurora trout gets automatically populated. So I'm not sure of the correct lot number but lot 362 seems to correctly populate the other fields.  Please check on this.",,,,,,,,,,,,,,,,
32445,APPROVED,2014,17-7415-48483,"Ontario, L.",Whitby Harbour Net Pen,"Whitby Harbour Net Pen
Fish delivered by MNR on April 5.  3.67g indiv weight",,,,,,,,,,,,,,,
32447,APPROVED,2014,17-7415-48483,"Ontario, L.","Wellington Net Pen
MNR delivered fish April 9th; weight =3.38g","Wellington Net Pen
MNR delivered fish April 9th; weight =3.38g",,,,,,,,,,,,,,,
32449,APPROVED,2014,17-7415-48483,"Ontario, L.","Port Credit Net Pen
MNR delivered fish on April 12; weight = 3.68g","Port Credit Net Pen
MNR delivered fish on April 12; weight = 3.68g",,,,,,,,,,,,,,,
32450,APPROVED,2014,17-7415-48483,"Ontario, L.","Oshawa Harbour Net Pen
MNR delivered fish April 14; 3.68g","Oshawa Harbour Net Pen
MNR delivered fish April 14; 3.68g",,,,,,,,,,,,,,,
32451,APPROVED,2014,17-7415-48483,"Ontario, L.","Bluffer's Net Pen
MNR delivered fish April 5; 3.67 g","Bluffer's Net Pen
MNR delivered fish April 5; 3.67 g",,,,,,,,,,,,,,,
32452,APPROVED,2014,17-7415-48483,"Ontario, L.","Brighton Net Pen
MNR delivered fish April 9; 3.38g","Brighton Net Pen
MNR delivered fish April 9; 3.38g",,,,,,,,,,,,,,,
32858,APPROVED,2015,17-6862-50035,Klaxon L.,Wild egg collections from Redstone Lake,,,,,,,,,,,,,,,,
32859,APPROVED,2015,17-6904-50047,Bitter L.,Eggs collected from Redstone Lake,,,,,,,,,,,,,,,,
32860,APPROVED,2015,17-7075-49817,Glamor L.,Source of fish = Harwood Fish Culture Station,,,,,,,,,,,,,,,,
32861,APPROVED,2015,17-6612-49977,Sprat L.,Sources of Fish = Harwood Fish Culture Station,,,,,,,,,,,,,,,,
33892,APPROVED,2015,17-6518-49859,Wood L.,0.6 grams per fish,,,,,,,,,,,,,,,,
33893,APPROVED,2015,16-6625-53439,Maguire L.,0.546 grams per fish,,,,,,,,,,,,,,,,
33894,APPROVED,2015,16-6647-53425,Ireland L.,0.54 grams per fish,,,,,,,,,,,,,,,,
33896,APPROVED,2015,16-6188-54600,Upper Flanders L.,0.54 grams per fish,,,,,,,,,,,,,,,,
33911,APPROVED,2015,17-6144-48227,Credit R.,,Bagged Stocked,,,,,,,,,,,,,,,
33912,APPROVED,2015,17-6144-48227,Credit R.,,Bagged Stocked,,,,,,,,,,,,,,,
33913,APPROVED,2015,17-6144-48227,Credit R.,,Bagged Stocked,,,,,,,,,,,,,,,
33914,APPROVED,2015,17-6144-48227,Credit R.,,Bagged Stocked,,,,,,,,,,,,,,,
33915,APPROVED,2015,17-6144-48227,Credit R.,,Bagged Stocked,,,,,,,,,,,,,,,
33916,APPROVED,2015,17-6144-48227,Credit R.,,Bagged Stocked,,,,,,,,,,,,,,,
33917,APPROVED,2015,17-6144-48227,Credit R.,,Bagged Stocked (D/S of Dominion street),,,,,,,,,,,,,,,
33918,APPROVED,2015,17-6144-48227,Credit R.,,Bagged Stocked (U/S Dominion St),,,,,,,,,,,,,,,
33919,APPROVED,2015,17-7260-48700,Cobourg Br.,,Bagged Stocked,,,,,,,,,,,,,,,
33980,APPROVED,2015,17-7415-48483,"Ontario, L.",,Gulls took approx 20 fish,,,,,,,,,,,,,,,
32542,APPROVED,2014,17-7415-48483,"Ontario, L.",Bond Head - Near Newcastle   43.896124°  -78.576668°,,,,,,,,,,,,,,,,
32708,APPROVED,2015,17-4235-50696,"Manitou, L.",winter stocking to free up rearing space at hatchery,Stocked fish off end of Silver Bay rd,,,,,,,,,,,,,,,
32862,APPROVED,2015,17-6612-49977,Sprat L.,Fish Source = Harwood Fish Culture Station,,,,,,,,,,,,,,,,
32863,APPROVED,2015,17-7214-49821,Buckskin L.,Fish Source= Harwood Fish Culture Station,,,,,,,,,,,,,,,,
32864,APPROVED,2015,17-7158-49904,Little Esson L.,FIsh Source = Harwood Fish Culture Station,,,,,,,,,,,,,,,,
32865,APPROVED,2015,17-7201-49873,Wilbermere L.,Eggs collected from Redstone Lake,,,,,,,,,,,,,,,,
32866,APPROVED,2015,17-7216-49764,Monmouth L.,Source = White Lake Fish Culture Station,,,,,,,,,,,,,,,,
32867,APPROVED,2015,17-6749-49712,Little Bob L.,Eggs collected from Redstone Lake,,,,,,,,,,,,,,,,
32868,APPROVED,2015,17-6707-49705,Devils L.,"Source = White Lake Fish Culture Station
Devil's Lake AKA Lutterworth Lake",,,,,,,,,,,,,,,,
32869,APPROVED,2015,17-6734-49625,Moore L.,Source = White Lake Fish Culture Station,,,,,,,,,,,,,,,,
32870,APPROVED,2015,17-6756-49720,North Pigeon L.,Source = White Lake Fish Culture Station,,,,,,,,,,,,,,,,
36139,APPROVED,2016,17-4235-50696,"Manitou, L.",,Franks rd,,,,,,,,,,,,,,,
36140,APPROVED,2016,17-4235-50696,"Manitou, L.",,Newbys Bay boat launch,,,,,,,,,,,,,,,
36142,APPROVED,2016,17-6327-49193,"Simcoe, L.","Went well,  100 fish sampled by LSFAU",,,,,,,,,,,,,,,,
32710,APPROVED,2015,17-4235-50696,"Manitou, L.",Winter stocking  to free up rearing space at hatchery,Stocked off the end of Silver Bay rd,,,,,,,,,,,,,,,
32711,APPROVED,2015,17-4235-50696,"Manitou, L.",Winter stocking to free up space at fish culture station,fish stocked off the end of silver bay rd,,,,,,,,,,,,,,,
32712,APPROVED,2015,17-4235-50696,"Manitou, L.",winter stocking to free up hatchery rearing space,fish stocked off the end of Silver Bay Rd,,,,,,,,,,,,,,,
36239,APPROVED,2016,17-5567-47997,Mill Cr.,,Fish taken from HW truck and stocked by district staff,,,,,,,,,,,,,,,
36761,APPROVED,2016,15-4335-56548,Red L.,,All okay. Stocked in Trout Bay of Red Lake.,,,,,,,,,,,,,,,
36888,APPROVED,2016,17-7415-48483,"Ontario, L.",Genetic Stock is MS - Lake Michigan,Actual Stocking Site Coordinates are  Lat 43 55.320'  Long 76 31.700',,,,,,,,,,,,,,,
36889,APPROVED,2016,17-7415-48483,"Ontario, L.",Genetic Stock is MS - Lake Michigan,Actual Stocking Site Coordinates are Lat 43 55.320'  Long 76 31.700',,,,,,,,,,,,,,,
32566,APPROVED,2013,17-6144-48227,Credit R.,,"Location should be Wolf Lake by-pass channel (43.72173	-79.95776)",,,,,,,,,,,,,,,
32567,APPROVED,2013,17-6575-48531,Duffin Cr.,,Brock/Finch,,,,,,,,,,,,,,,
32568,APPROVED,2013,17-6237-48321,Humber R.,,Centreville Creek,,,,,,,,,,,,,,,
32569,APPROVED,2013,17-6237-48321,Humber R.,,Centreville Creek,,,,,,,,,,,,,,,
32171,APPROVED,2014,17-4006-49280,"Huron, L.","A total of 60,000 fish released from 65,000 eggs collected",,,,,,,,,,,,,,,,
32173,APPROVED,2014,17-4006-49280,"Huron, L.","A total of 60,000 fish released from 65,000 eggs collected",,,,,,,,,,,,,,,,
32174,APPROVED,2014,17-4006-49280,"Huron, L.","A total of 60,000 fish released from 65,000 eggs collected",,,,,,,,,,,,,,,,
32175,APPROVED,2014,17-4006-49280,"Huron, L.","A total of 60,000 fish released from 65,000 eggs collected",,,,,,,,,,,,,,,,
32181,APPROVED,2014,17-4006-49280,"Huron, L.","In total 150,000 eggs were collected and raised in the hatchery.  An animal got into the hatchery and killed quite a few fish.  In total 76,000 fish were stocked.",,,,,,,,,,,,,,,,
32182,APPROVED,2014,17-4006-49280,"Huron, L.","In total 150,000 eggs were collected and raised in the hatchery.  An animal got into the hatchery and killed quite a few fish.  In total 76,000 fish were stocked.",,,,,,,,,,,,,,,,
32183,APPROVED,2014,17-4006-49280,"Huron, L.","In total 150,000 eggs were collected and raised in the hatchery.  An animal got into the hatchery and killed quite a few fish.  In total 76,000 fish were stocked.",,,,,,,,,,,,,,,,
32184,APPROVED,2014,17-4006-49280,"Huron, L.","In total 150,000 eggs were collected and raised in the hatchery.  An animal got into the hatchery and killed quite a few fish.  In total 76,000 fish were stocked.",,,,,,,,,,,,,,,,
32983,APPROVED,2015,18-2967-50318,Halfway L.,,EAST BASIN,,,,,,,,,,,,,,,
32984,APPROVED,2015,18-2967-50318,Halfway L.,,WEST BASIN,,,,,,,,,,,,,,,
36159,APPROVED,2016,17-3986-50757,"Kagawong, L.",fish actually .47 g/f,,,,,,,,,,,,,,,,
33729,APPROVED,2015,17-5040-52727,Boot L.,,Fry,,,,,,,,,,,,,,,
33862,APPROVED,2015,17-4006-49280,"Huron, L.",,"boat site 45 33.884 lat and 81 38.874 long  , 200seagulls",,,,,,,,,,,,,,,
33950,APPROVED,2015,17-7260-48700,Cobourg Br.,,Bagged Stocked Jon Gosling,,,,,,,,,,,,,,,
33951,APPROVED,2015,17-7260-48700,Cobourg Br.,,Bagged Stocked Jon Gosling,,,,,,,,,,,,,,,
33952,APPROVED,2015,17-7260-48700,Cobourg Br.,,Bagged Stocked Jon Gosling,,,,,,,,,,,,,,,
33953,APPROVED,2015,17-7260-48700,Cobourg Br.,,Bagged Stocked Jon Gosling,,,,,,,,,,,,,,,
33899,APPROVED,2015,15-5698-55468,Highway L.,,500 extra fish stocked  - total number stocked 4000 - instead of 3500,,,,,,,,,,,,,,,
33903,APPROVED,2015,17-6575-48531,Duffin Cr.,,Bagged stock,,,,,,,,,,,,,,,
33904,APPROVED,2015,17-6575-48531,Duffin Cr.,,Bagged Stock,,,,,,,,,,,,,,,
33905,APPROVED,2015,17-6575-48531,Duffin Cr.,,Bagged Stocked,,,,,,,,,,,,,,,
33906,APPROVED,2015,17-6575-48531,Duffin Cr.,,Bagged Stocked,,,,,,,,,,,,,,,
33907,APPROVED,2015,17-6575-48531,Duffin Cr.,,Bagged Stocking,,,,,,,,,,,,,,,
33908,APPROVED,2015,17-6144-48227,Credit R.,,Bagged Stocked,,,,,,,,,,,,,,,
36051,APPROVED,2016,17-4006-49280,"Huron, L.",,lat. 44 51.559 lon. 80 05.486 bird predation estimate 75,,,,,,,,,,,,,,,
36056,APPROVED,2016,17-4006-49280,"Huron, L.",,lat. 44 50.9256 lon. 80 05.484 bird predation estimate 75,,,,,,,,,,,,,,,
36057,APPROVED,2016,17-4006-49280,"Huron, L.",,lat. 44 56.265 lon. 80 05.534 bird predation estimate 50,,,,,,,,,,,,,,,
32176,APPROVED,2014,17-4006-49280,"Huron, L.","A total of 60,000 fish released from 65,000 eggs collected",,,,,,,,,,,,,,,,
32185,APPROVED,2014,17-5609-47335,Young's Cr.,"Approx. 500 eggs collected in Young's Creek and raised in the classroom hatchery.  Power failure at school over Christmas - tank warmed-up, egg developed quicker, about 100 eggs died.",,,,,,,,,,,,,,,,
32198,APPROVED,2014,17-5467-48121,Kolb Cr.,Eggs from Tarentorus to Brant Rod & Gun Club.  Fish stocked in Kolb Cr as an introduction.  Fish length range = 56-70mm (mean = 63mm),Transfer tank temperature = 15C,,,,,,,,,,,,,,,
32200,APPROVED,2014,17-5467-48121,Kolb Cr.,Eggs from Tarentorus to Brant Rod & Gun Club.  Fish stocked in Kolb Cr as an introduction.,Transfer tank temperature = 15C,,,,,,,,,,,,,,,
32201,APPROVED,2014,17-5467-48121,Kolb Cr.,Eggs from Tarentorus to Brant Rod & Gun Club.  Fish stocked in Kolb Cr as an introduction.,Transfer tank temperature = 15C,,,,,,,,,,,,,,,
32202,APPROVED,2014,17-5467-48121,Kolb Cr.,Eggs from Tarentorus to Brant Rod & Gun Club.  Fish stocked in Kolb Cr as an introduction.,Transfer tank temperature = 15C,,,,,,,,,,,,,,,
34695,APPROVED,2015,17-3872-51356,Pecors L.,,retired brood stock - big fish!,,,,,,,,,,,,,,,
30423,INITIATED,2010,17-5000-46773,"Erie, L.","85,000 eyed eggs were sourced from the FCS and 20,000 eyed eggs from S. Mill Creek (presuming a wild population). 80,000 fry were produced and stocked in either Erieau Harbour or S. Mill Creek.",Trout were stocked at 18-50 cm in length. Variance between fry produced and fish stocked is that some fish produced were reared to 1.5 years old before stocking (remained in hatchery facility for future stocking event.,,,,,,,,,,,,,,,
